id_evento,id_usuario,tipo_evento,timestamp_registro,dados_origem_json
ev_003205,usr_01188,finalizar_compra,2026-06-05T00:02:05.000000Z,"{""id_produto"": ""prod_107"", ""dispositivo"": ""mobile_android"", ""ip_cliente"": ""192.168.175.205""}"
ev_007720,usr_01370,finalizar_compra,2026-06-05T00:02:13.000000Z,"{""id_produto"": ""prod_107"", ""dispositivo"": ""desktop_windows"", ""ip_cliente"": ""192.168.43.231""}"
ev_005699,usr_00481,visualizar_produto,2026-06-05T00:02:25.000000Z,"{""id_produto"": ""prod_113"", ""dispositivo"": ""mobile_ios"", ""ip_cliente"": ""192.168.151.107""}"
ev_006543,usr_00096,visualizar_produto,2026-06-05T00:02:28.000000Z,"{""id_produto"": ""prod_106"", ""dispositivo"": ""desktop_mac"", ""ip_cliente"": ""192.168.129.111""}"
ev_006543,usr_00096,visualizar_produto,2026-06-05T00:02:28.000000Z,"{""id_produto"": ""prod_106"", ""dispositivo"": ""desktop_mac"", ""ip_cliente"": ""192.168.129.111""}"
ev_006261,usr_00499,visualizar_produto,2026-06-05T00:02:37.000000Z,"{""id_produto"": ""prod_111"", ""dispositivo"": ""mobile_android"", ""ip_cliente"": ""192.168.154.247""}"
ev_000578,usr_01480,visualizar_produto,2026-06-05T00:02:39.000000Z,"{""id_produto"": ""prod_106"", ""dispositivo"": ""mobile_ios"", ""ip_cliente"": ""192.168.13.178""}"
ev_000578,usr_01480,visualizar_produto,2026-06-05T00:02:39.000000Z,"{""id_produto"": ""prod_106"", ""dispositivo"": ""mobile_ios"", ""ip_cliente"": ""192.168.13.178""}"
ev_008645,usr_01230,visualizar_produto,2026-06-05T00:02:53.000000Z,"{""id_produto"": ""prod_106"", ""dispositivo"": ""mobile_ios"", ""ip_cliente"": ""192.168.66.42""}"
ev_004721,usr_00472,visualizar_produto,2026-06-05T00:02:58.000000Z,"{""id_produto"": ""prod_111"", ""dispositivo"": ""mobile_ios"", ""ip_cliente"": ""192.168.187.18""}"
ev_001023,usr_01175,visualizar_produto,2026-06-05T00:02:58.000000Z,"{""id_produto"": ""prod_113"", ""dispositivo"": ""mobile_android"", ""ip_cliente"": ""192.168.246.223""}"
ev_003534,usr_00081,adicionar_ao_carrinho,2026-06-05T00:03:04.000000Z,"{""id_produto"": ""prod_107"", ""dispositivo"": ""desktop_mac"", ""ip_cliente"": ""192.168.185.123""}"
ev_002613,usr_00205,adicionar_ao_carrinho,2026-06-05T00:03:04.000000Z,"{""id_produto"": ""prod_109"", ""dispositivo"": ""mobile_android"", ""ip_cliente"": ""192.168.239.178""}"
ev_000021,usr_01029,visualizar_produto,2026-06-05T00:03:26.000000Z,"{""id_produto"": ""prod_110"", ""dispositivo"": ""desktop_windows"", ""ip_cliente"": ""192.168.89.42""}"
ev_006129,usr_01202,visualizar_produto,2026-06-05T00:03:27.000000Z,"{""id_produto"": ""prod_115"", ""dispositivo"": ""desktop_windows"", ""ip_cliente"": ""192.168.216.103""}"
ev_000363,usr_00287,visualizar_produto,2026-06-05T00:03:27.000000Z,"{""id_produto"": ""prod_115"", ""dispositivo"": ""mobile_ios"", ""ip_cliente"": ""192.168.189.158""}"
ev_004645,usr_00272,adicionar_ao_carrinho,2026-06-05T00:03:29.000000Z,"{""id_produto"": ""prod_109"", ""dispositivo"": ""desktop_windows"", ""ip_cliente"": ""192.168.24.22""}"
ev_001057,usr_00530,finalizar_compra,2026-06-05T00:03:35.000000Z,"{""id_produto"": ""prod_107"", ""dispositivo"": ""desktop_mac"", ""ip_cliente"": ""192.168.3.125""}"
ev_008252,usr_00043,visualizar_produto,2026-06-05T00:03:35.000000Z,"{""id_produto"": ""prod_102"", ""dispositivo"": ""desktop_mac"", ""ip_cliente"": ""192.168.224.225""}"
ev_001248,usr_00777,visualizar_produto,2026-06-05T00:03:49.000000Z,"{""id_produto"": ""prod_102"", ""dispositivo"": ""mobile_android"", ""ip_cliente"": ""192.168.158.10""}"
ev_005510,usr_00686,adicionar_ao_carrinho,2026-06-05T00:04:03.000000Z,"{""id_produto"": ""prod_106"", ""dispositivo"": ""desktop_mac"", ""ip_cliente"": ""192.168.110.17""}"
ev_001867,usr_00683,adicionar_ao_carrinho,2026-06-05T00:04:15.000000Z,"{""id_produto"": ""prod_104"", ""dispositivo"": ""mobile_android"", ""ip_cliente"": ""192.168.11.128""}"
ev_007569,usr_00456,visualizar_produto,2026-06-05T00:04:17.000000Z,"{""id_produto"": ""prod_114"", ""dispositivo"": ""mobile_ios"", ""ip_cliente"": ""192.168.225.221""}"
ev_000564,usr_00906,visualizar_produto,2026-06-05T00:04:36.000000Z,"{""id_produto"": ""prod_110"", ""dispositivo"": ""desktop_mac"", ""ip_cliente"": ""192.168.203.194""}"
ev_000316,usr_00334,visualizar_produto,2026-06-05T00:04:41.000000Z,"{""id_produto"": ""prod_102"", ""dispositivo"": ""mobile_android"", ""ip_cliente"": ""192.168.0.119""}"
ev_000904,usr_00415,finalizar_compra,2026-06-05T00:04:47.000000Z,"{""id_produto"": ""prod_103"", ""dispositivo"": ""mobile_ios"", ""ip_cliente"": ""192.168.186.116""}"
ev_007699,usr_01368,visualizar_produto,2026-06-05T00:04:49.000000Z,"{""id_produto"": ""prod_101"", ""dispositivo"": ""mobile_ios"", ""ip_cliente"": ""192.168.227.197""}"
ev_001782,usr_00561,visualizar_produto,2026-06-05T00:04:56.000000Z,"{""id_produto"": ""prod_109"", ""dispositivo"": ""mobile_ios"", ""ip_cliente"": ""192.168.76.207""}"
ev_000908,usr_01249,finalizar_compra,2026-06-05T00:05:20.000000Z,"{""id_produto"": ""prod_111"", ""dispositivo"": ""desktop_windows"", ""ip_cliente"": ""192.168.219.181""}"
ev_001925,usr_00399,visualizar_produto,2026-06-05T00:05:29.000000Z,"{""id_produto"": ""prod_111"", ""dispositivo"": ""desktop_mac"", ""ip_cliente"": ""192.168.104.47""}"
ev_007574,usr_01223,visualizar_produto,2026-06-05T00:05:29.000000Z,"{""id_produto"": ""prod_109"", ""dispositivo"": ""mobile_android"", ""ip_cliente"": ""192.168.203.132""}"
ev_000224,usr_00012,finalizar_compra,2026-06-05T00:05:38.000000Z,"{""id_produto"": ""prod_114"", ""dispositivo"": ""desktop_mac"", ""ip_cliente"": ""192.168.222.149""}"
ev_000547,usr_01378,visualizar_produto,2026-06-05T00:05:40.000000Z,"{""id_produto"": ""prod_113"", ""dispositivo"": ""mobile_ios"", ""ip_cliente"": ""192.168.126.236""}"
ev_007248,usr_00761,visualizar_produto,2026-06-05T00:05:49.000000Z,"{""id_produto"": ""prod_108"", ""dispositivo"": ""desktop_windows"", ""ip_cliente"": ""192.168.125.41""}"
ev_009773,usr_01488,visualizar_produto,2026-06-05T00:05:52.000000Z,"{""id_produto"": ""prod_114"", ""dispositivo"": ""desktop_windows"", ""ip_cliente"": ""192.168.87.222""}"
ev_003402,usr_00797,visualizar_produto,2026-06-05T00:06:00.000000Z,"{""id_produto"": ""prod_111"", ""dispositivo"": ""mobile_android"", ""ip_cliente"": ""192.168.118.85""}"
ev_007632,usr_01272,visualizar_produto,2026-06-05T00:06:00.000000Z,"{""id_produto"": ""prod_108"", ""dispositivo"": ""desktop_mac"", ""ip_cliente"": ""192.168.182.112""}"
ev_002653,usr_00319,visualizar_produto,2026-06-05T00:06:06.000000Z,"{""id_produto"": ""prod_108"", ""dispositivo"": ""desktop_mac"", ""ip_cliente"": ""192.168.44.122""}"
ev_009992,usr_01178,visualizar_produto,2026-06-05T00:06:07.000000Z,"{""id_produto"": ""prod_114"", ""dispositivo"": ""desktop_mac"", ""ip_cliente"": ""192.168.188.130""}"
ev_006044,usr_01245,adicionar_ao_carrinho,2026-06-05T00:06:32.000000Z,"{""id_produto"": ""prod_105"", ""dispositivo"": ""desktop_mac"", ""ip_cliente"": ""192.168.245.202""}"
ev_005686,usr_01023,visualizar_produto,2026-06-05T00:06:43.000000Z,"{""id_produto"": ""prod_104"", ""dispositivo"": ""mobile_ios"", ""ip_cliente"": ""192.168.88.155""}"
ev_008445,usr_00809,adicionar_ao_carrinho,2026-06-05T00:07:20.000000Z,"{""id_produto"": ""prod_113"", ""dispositivo"": ""desktop_mac"", ""ip_cliente"": ""192.168.63.5""}"
ev_003052,usr_01236,visualizar_produto,2026-06-05T00:07:25.000000Z,"{""id_produto"": ""prod_102"", ""dispositivo"": ""mobile_ios"", ""ip_cliente"": ""192.168.235.80""}"
ev_001342,usr_01410,adicionar_ao_carrinho,2026-06-05T00:07:33.000000Z,"{""id_produto"": ""prod_109"", ""dispositivo"": ""mobile_android"", ""ip_cliente"": ""192.168.248.67""}"
ev_005193,usr_00659,visualizar_produto,2026-06-05T00:07:39.000000Z,"{""id_produto"": ""prod_108"", ""dispositivo"": ""mobile_android"", ""ip_cliente"": ""192.168.46.14""}"
ev_007008,usr_01011,limpar_carrinho,2026-06-05T00:07:44.000000Z,"{""id_produto"": ""prod_106"", ""dispositivo"": ""mobile_android"", ""ip_cliente"": ""192.168.148.173""}"
ev_007648,usr_00735,visualizar_produto,2026-06-05T00:08:43.000000Z,"{""id_produto"": ""prod_115"", ""dispositivo"": ""desktop_windows"", ""ip_cliente"": ""192.168.186.169""}"
ev_003050,usr_01220,visualizar_produto,2026-06-05T00:08:47.000000Z,"{""id_produto"": ""prod_104"", ""dispositivo"": ""mobile_ios"", ""ip_cliente"": ""192.168.106.218""}"
ev_002082,usr_00702,visualizar_produto,2026-06-05T00:08:48.000000Z,"{""id_produto"": ""prod_110"", ""dispositivo"": ""desktop_windows"", ""ip_cliente"": ""192.168.106.68""}"
ev_004957,usr_00956,visualizar_produto,2026-06-05T00:08:57.000000Z,"{""id_produto"": ""prod_113"", ""dispositivo"": ""mobile_ios"", ""ip_cliente"": ""192.168.8.126""}"
ev_007328,usr_01104,adicionar_ao_carrinho,2026-06-05T00:09:00.000000Z,"{""id_produto"": ""prod_105"", ""dispositivo"": ""mobile_ios"", ""ip_cliente"": ""192.168.221.194""}"
ev_004307,usr_00775,visualizar_produto,2026-06-05T00:09:04.000000Z,"{""id_produto"": ""prod_101"", ""dispositivo"": ""mobile_android"", ""ip_cliente"": ""192.168.46.244""}"
ev_005049,usr_00147,finalizar_compra,2026-06-05T00:09:11.000000Z,"{""id_produto"": ""prod_108"", ""dispositivo"": ""mobile_ios"", ""ip_cliente"": ""192.168.207.96""}"
ev_000771,usr_00277,visualizar_produto,2026-06-05T00:09:30.000000Z,"{""id_produto"": ""prod_112"", ""dispositivo"": ""desktop_windows"", ""ip_cliente"": ""192.168.88.233""}"
ev_001357,usr_00326,visualizar_produto,2026-06-05T00:09:55.000000Z,"{""id_produto"": ""prod_103"", ""dispositivo"": ""mobile_android"", ""ip_cliente"": ""192.168.195.74""}"
ev_009549,usr_00704,visualizar_produto,2026-06-05T00:09:57.000000Z,"{""id_produto"": ""prod_105"", ""dispositivo"": ""desktop_windows"", ""ip_cliente"": ""192.168.175.22""}"
ev_009055,usr_01160,visualizar_produto,2026-06-05T00:10:08.000000Z,"{""id_produto"": ""prod_111"", ""dispositivo"": ""mobile_android"", ""ip_cliente"": ""192.168.15.114""}"
ev_007852,usr_00755,visualizar_produto,2026-06-05T00:10:35.000000Z,"{""id_produto"": ""prod_106"", ""dispositivo"": ""desktop_windows"", ""ip_cliente"": ""192.168.197.36""}"
ev_009786,usr_00393,visualizar_produto,2026-06-05T00:10:36.000000Z,"{""id_produto"": ""prod_109"", ""dispositivo"": ""desktop_mac"", ""ip_cliente"": ""192.168.199.182""}"
ev_007551,usr_00438,visualizar_produto,2026-06-05T00:10:41.000000Z,"{""id_produto"": ""prod_111"", ""dispositivo"": ""desktop_windows"", ""ip_cliente"": ""192.168.16.230""}"
ev_006089,usr_01168,visualizar_produto,2026-06-05T00:10:49.000000Z,"{""id_produto"": ""prod_114"", ""dispositivo"": ""mobile_android"", ""ip_cliente"": ""192.168.101.41""}"
ev_006950,usr_01201,visualizar_produto,2026-06-05T00:11:07.000000Z,"{""id_produto"": ""prod_109"", ""dispositivo"": ""mobile_ios"", ""ip_cliente"": ""192.168.166.19""}"
ev_001659,usr_01091,visualizar_produto,2026-06-05T00:11:11.000000Z,"{""id_produto"": ""prod_113"", ""dispositivo"": ""mobile_ios"", ""ip_cliente"": ""192.168.63.232""}"
ev_000963,usr_00108,adicionar_ao_carrinho,2026-06-05T00:11:32.000000Z,"{""id_produto"": ""prod_112"", ""dispositivo"": ""desktop_windows"", ""ip_cliente"": ""192.168.198.253""}"
ev_003083,usr_00483,visualizar_produto,2026-06-05T00:11:33.000000Z,"{""id_produto"": ""prod_106"", ""dispositivo"": ""mobile_ios"", ""ip_cliente"": ""192.168.49.174""}"
ev_003253,usr_01278,visualizar_produto,2026-06-05T00:11:59.000000Z,"{""id_produto"": ""prod_115"", ""dispositivo"": ""desktop_windows"", ""ip_cliente"": ""192.168.100.228""}"
ev_009386,usr_00908,visualizar_produto,2026-06-05T00:12:06.000000Z,"{""id_produto"": ""prod_111"", ""dispositivo"": ""mobile_ios"", ""ip_cliente"": ""192.168.237.81""}"
ev_009973,usr_00680,limpar_carrinho,2026-06-05T00:12:09.000000Z,"{""id_produto"": ""prod_113"", ""dispositivo"": ""desktop_mac"", ""ip_cliente"": ""192.168.195.191""}"
ev_008928,usr_00231,visualizar_produto,2026-06-05T00:12:14.000000Z,"{""id_produto"": ""prod_104"", ""dispositivo"": ""mobile_ios"", ""ip_cliente"": ""192.168.61.185""}"
ev_009365,usr_01020,visualizar_produto,2026-06-05T00:12:16.000000Z,"{""id_produto"": ""prod_111"", ""dispositivo"": ""desktop_mac"", ""ip_cliente"": ""192.168.18.68""}"
ev_009520,usr_01187,visualizar_produto,2026-06-05T00:12:17.000000Z,"{""id_produto"": ""prod_112"", ""dispositivo"": ""mobile_android"", ""ip_cliente"": ""192.168.232.3""}"
ev_006756,usr_00369,adicionar_ao_carrinho,2026-06-05T00:12:20.000000Z,"{""id_produto"": ""prod_107"", ""dispositivo"": ""desktop_mac"", ""ip_cliente"": ""192.168.70.37""}"
ev_007499,usr_00333,visualizar_produto,2026-06-05T00:12:23.000000Z,"{""id_produto"": ""prod_109"", ""dispositivo"": ""mobile_android"", ""ip_cliente"": ""192.168.72.159""}"
ev_004786,usr_00111,visualizar_produto,2026-06-05T00:12:24.000000Z,"{""id_produto"": ""prod_113"", ""dispositivo"": ""desktop_windows"", ""ip_cliente"": ""192.168.78.238""}"
ev_008303,usr_00998,visualizar_produto,2026-06-05T00:12:28.000000Z,"{""id_produto"": ""prod_101"", ""dispositivo"": ""mobile_android"", ""ip_cliente"": ""192.168.10.80""}"
ev_001135,usr_01467,visualizar_produto,2026-06-05T00:12:35.000000Z,"{""id_produto"": ""prod_102"", ""dispositivo"": ""desktop_mac"", ""ip_cliente"": ""192.168.203.48""}"
ev_002988,usr_01361,visualizar_produto,2026-06-05T00:12:45.000000Z,"{""id_produto"": ""prod_115"", ""dispositivo"": ""desktop_mac"", ""ip_cliente"": ""192.168.4.135""}"
ev_006320,usr_01235,finalizar_compra,2026-06-05T00:12:45.000000Z,"{""id_produto"": ""prod_104"", ""dispositivo"": ""desktop_windows"", ""ip_cliente"": ""192.168.155.218""}"
ev_009759,usr_00323,visualizar_produto,2026-06-05T00:12:58.000000Z,"{""id_produto"": ""prod_108"", ""dispositivo"": ""desktop_mac"", ""ip_cliente"": ""192.168.15.93""}"
ev_005145,usr_00655,visualizar_produto,2026-06-05T00:13:03.000000Z,"{""id_produto"": ""prod_103"", ""dispositivo"": ""desktop_windows"", ""ip_cliente"": ""192.168.158.108""}"
ev_007204,usr_00350,adicionar_ao_carrinho,2026-06-05T00:13:03.000000Z,"{""id_produto"": ""prod_104"", ""dispositivo"": ""desktop_windows"", ""ip_cliente"": ""192.168.136.241""}"
ev_004743,usr_00428,adicionar_ao_carrinho,2026-06-05T00:13:05.000000Z,"{""id_produto"": ""prod_110"", ""dispositivo"": ""desktop_mac"", ""ip_cliente"": ""192.168.28.203""}"
ev_001102,usr_01155,finalizar_compra,2026-06-05T00:13:06.000000Z,"{""id_produto"": ""prod_102"", ""dispositivo"": ""mobile_android"", ""ip_cliente"": ""192.168.235.161""}"
ev_007261,usr_00987,visualizar_produto,2026-06-05T00:13:11.000000Z,"{""id_produto"": ""prod_101"", ""dispositivo"": ""mobile_ios"", ""ip_cliente"": ""192.168.247.2""}"
ev_009867,usr_00356,visualizar_produto,2026-06-05T00:13:15.000000Z,"{""id_produto"": ""prod_103"", ""dispositivo"": ""mobile_ios"", ""ip_cliente"": ""192.168.47.28""}"
ev_004491,usr_00980,limpar_carrinho,2026-06-05T00:13:17.000000Z,"{""id_produto"": ""prod_102"", ""dispositivo"": ""mobile_ios"", ""ip_cliente"": ""192.168.134.27""}"
ev_001757,usr_00428,visualizar_produto,2026-06-05T00:13:19.000000Z,"{""id_produto"": ""prod_109"", ""dispositivo"": ""desktop_mac"", ""ip_cliente"": ""192.168.201.114""}"
ev_003272,usr_01339,adicionar_ao_carrinho,2026-06-05T00:13:19.000000Z,"{""id_produto"": ""prod_108"", ""dispositivo"": ""mobile_ios"", ""ip_cliente"": ""192.168.91.207""}"
ev_007928,usr_01234,visualizar_produto,2026-06-05T00:13:35.000000Z,"{""id_produto"": ""prod_103"", ""dispositivo"": ""mobile_android"", ""ip_cliente"": ""192.168.12.89""}"
ev_002132,usr_00556,visualizar_produto,2026-06-05T00:13:44.000000Z,"{""id_produto"": ""prod_112"", ""dispositivo"": ""mobile_android"", ""ip_cliente"": ""192.168.33.215""}"
ev_009618,usr_01106,visualizar_produto,2026-06-05T00:13:47.000000Z,"{""id_produto"": ""prod_113"", ""dispositivo"": ""desktop_mac"", ""ip_cliente"": ""192.168.241.58""}"
ev_001168,usr_01156,visualizar_produto,2026-06-05T00:13:55.000000Z,"{""id_produto"": ""prod_101"", ""dispositivo"": ""desktop_windows"", ""ip_cliente"": ""192.168.214.130""}"
ev_001168,usr_01156,visualizar_produto,2026-06-05T00:13:55.000000Z,"{""id_produto"": ""prod_101"", ""dispositivo"": ""desktop_windows"", ""ip_cliente"": ""192.168.214.130""}"
ev_008827,usr_00029,visualizar_produto,2026-06-05T00:14:03.000000Z,"{""id_produto"": ""prod_103"", ""dispositivo"": ""mobile_ios"", ""ip_cliente"": ""192.168.104.45""}"
ev_005871,usr_00620,visualizar_produto,2026-06-05T00:14:04.000000Z,"{""id_produto"": ""prod_109"", ""dispositivo"": ""mobile_ios"", ""ip_cliente"": ""192.168.125.29""}"
ev_009611,usr_01087,visualizar_produto,2026-06-05T00:14:06.000000Z,"{""id_produto"": ""prod_105"", ""dispositivo"": ""mobile_android"", ""ip_cliente"": ""192.168.197.46""}"
ev_000032,usr_01105,visualizar_produto,2026-06-05T00:14:14.000000Z,"{""id_produto"": ""prod_111"", ""dispositivo"": ""mobile_android"", ""ip_cliente"": ""192.168.223.225""}"
ev_001601,usr_00244,visualizar_produto,2026-06-05T00:14:25.000000Z,"{""id_produto"": ""prod_109"", ""dispositivo"": ""mobile_ios"", ""ip_cliente"": ""192.168.25.210""}"
ev_003493,usr_01002,visualizar_produto,2026-06-05T00:14:41.000000Z,"{""id_produto"": ""prod_113"", ""dispositivo"": ""desktop_mac"", ""ip_cliente"": ""192.168.199.184""}"
ev_000673,usr_00569,visualizar_produto,2026-06-05T00:14:47.000000Z,"{""id_produto"": ""prod_112"", ""dispositivo"": ""desktop_windows"", ""ip_cliente"": ""192.168.32.62""}"
ev_002941,usr_00079,adicionar_ao_carrinho,2026-06-05T00:14:48.000000Z,"{""id_produto"": ""prod_104"", ""dispositivo"": ""desktop_mac"", ""ip_cliente"": ""192.168.86.48""}"
ev_004545,usr_00110,visualizar_produto,2026-06-05T00:14:53.000000Z,"{""id_produto"": ""prod_102"", ""dispositivo"": ""mobile_ios"", ""ip_cliente"": ""192.168.63.244""}"
ev_001027,usr_00979,visualizar_produto,2026-06-05T00:14:53.000000Z,"{""id_produto"": ""prod_106"", ""dispositivo"": ""desktop_windows"", ""ip_cliente"": ""192.168.61.144""}"
ev_006242,usr_00523,visualizar_produto,2026-06-05T00:15:09.000000Z,"{""id_produto"": ""prod_101"", ""dispositivo"": ""mobile_ios"", ""ip_cliente"": ""192.168.169.145""}"
ev_006242,usr_00523,visualizar_produto,2026-06-05T00:15:09.000000Z,"{""id_produto"": ""prod_101"", ""dispositivo"": ""mobile_ios"", ""ip_cliente"": ""192.168.169.145""}"
ev_001680,usr_00289,adicionar_ao_carrinho,2026-06-05T00:15:16.000000Z,"{""id_produto"": ""prod_108"", ""dispositivo"": ""mobile_android"", ""ip_cliente"": ""192.168.246.248""}"
ev_008634,usr_00683,visualizar_produto,2026-06-05T00:15:18.000000Z,"{""id_produto"": ""prod_104"", ""dispositivo"": ""desktop_windows"", ""ip_cliente"": ""192.168.139.68""}"
ev_002401,usr_00216,visualizar_produto,2026-06-05T00:15:22.000000Z,"{""id_produto"": ""prod_102"", ""dispositivo"": ""desktop_mac"", ""ip_cliente"": ""192.168.192.127""}"
ev_000976,usr_01275,visualizar_produto,2026-06-05T00:15:24.000000Z,"{""id_produto"": ""prod_107"", ""dispositivo"": ""desktop_windows"", ""ip_cliente"": ""192.168.110.131""}"
ev_006628,usr_00777,adicionar_ao_carrinho,2026-06-05T00:15:32.000000Z,"{""id_produto"": ""prod_113"", ""dispositivo"": ""desktop_mac"", ""ip_cliente"": ""192.168.27.142""}"
ev_007300,usr_00833,finalizar_compra,2026-06-05T00:15:37.000000Z,"{""id_produto"": ""prod_106"", ""dispositivo"": ""mobile_ios"", ""ip_cliente"": ""192.168.220.10""}"
ev_007447,usr_00809,visualizar_produto,2026-06-05T00:15:41.000000Z,"{""id_produto"": ""prod_112"", ""dispositivo"": ""desktop_mac"", ""ip_cliente"": ""192.168.58.45""}"
ev_004895,usr_01133,visualizar_produto,2026-06-05T00:15:44.000000Z,"{""id_produto"": ""prod_113"", ""dispositivo"": ""mobile_android"", ""ip_cliente"": ""192.168.122.19""}"
ev_002263,usr_00694,visualizar_produto,2026-06-05T00:15:47.000000Z,"{""id_produto"": ""prod_104"", ""dispositivo"": ""desktop_windows"", ""ip_cliente"": ""192.168.104.163""}"
ev_002871,usr_00306,visualizar_produto,2026-06-05T00:15:58.000000Z,"{""id_produto"": ""prod_104"", ""dispositivo"": ""mobile_ios"", ""ip_cliente"": ""192.168.150.172""}"
ev_009004,usr_00531,visualizar_produto,2026-06-05T00:15:58.000000Z,"{""id_produto"": ""prod_112"", ""dispositivo"": ""desktop_mac"", ""ip_cliente"": ""192.168.47.209""}"
ev_002871,usr_00306,visualizar_produto,2026-06-05T00:15:58.000000Z,"{""id_produto"": ""prod_104"", ""dispositivo"": ""mobile_ios"", ""ip_cliente"": ""192.168.150.172""}"
ev_006573,usr_00809,visualizar_produto,2026-06-05T00:16:09.000000Z,"{""id_produto"": ""prod_115"", ""dispositivo"": ""desktop_mac"", ""ip_cliente"": ""192.168.87.242""}"
ev_003404,usr_00241,visualizar_produto,2026-06-05T00:16:15.000000Z,"{""id_produto"": ""prod_113"", ""dispositivo"": ""desktop_mac"", ""ip_cliente"": ""192.168.137.31""}"
ev_006428,usr_01461,visualizar_produto,2026-06-05T00:16:22.000000Z,"{""id_produto"": ""prod_106"", ""dispositivo"": ""desktop_mac"", ""ip_cliente"": ""192.168.76.212""}"
ev_003765,usr_01038,adicionar_ao_carrinho,2026-06-05T00:16:32.000000Z,"{""id_produto"": ""prod_107"", ""dispositivo"": ""mobile_android"", ""ip_cliente"": ""192.168.122.159""}"
ev_002218,usr_00245,finalizar_compra,2026-06-05T00:16:37.000000Z,"{""id_produto"": ""prod_110"", ""dispositivo"": ""desktop_windows"", ""ip_cliente"": ""192.168.249.57""}"
ev_006885,usr_01090,visualizar_produto,2026-06-05T00:16:44.000000Z,"{""id_produto"": ""prod_107"", ""dispositivo"": ""mobile_android"", ""ip_cliente"": ""192.168.79.29""}"
ev_004450,usr_00979,visualizar_produto,2026-06-05T00:16:51.000000Z,"{""id_produto"": ""prod_113"", ""dispositivo"": ""desktop_mac"", ""ip_cliente"": ""192.168.248.80""}"
ev_001281,usr_01488,visualizar_produto,2026-06-05T00:17:24.000000Z,"{""id_produto"": ""prod_109"", ""dispositivo"": ""desktop_mac"", ""ip_cliente"": ""192.168.127.44""}"
ev_002023,usr_01050,visualizar_produto,2026-06-05T00:17:29.000000Z,"{""id_produto"": ""prod_105"", ""dispositivo"": ""mobile_ios"", ""ip_cliente"": ""192.168.7.138""}"
